EOS2-20ms-4000f001_MIA-Filter-10pt.trc 
frametime: 0.02 s
pixelsize: 0.16 micron
minpointMSD: 10
pourcentage_trajectory: 60
number length(frame) intersect_MSD(um^2) Dinst(micron^2/s)  D(micron^2/s)   V(micron/s) r2/t(um2/s) R-square(D,V)   adjusted_R-square(D,V)  Vseul   R-square(Vseul) adjusted_R-square(Vseul)    Dseul R-square(Dseul)   adjusted_R-square(Dseul)  a2   A2 b alpha R-square-alpha 
69997              46    0.0692195335     0.551420352     0.192503359 5.07754137e-005      1.83870027     0.943800353     0.941458701      1.18139155     0.850782333     0.846694177     0.192500757     0.943800351     0.942260635     0.430211148      0.15871851     0.628073924     0.553333458     0.974351165
70029              33    0.0412613326     0.371403085     0.108490983 5.68119769e-005     0.566287036     0.842125226     0.832652739      1.11909981     0.789415428     0.781157209      0.10850173     0.842125221     0.835934053    0.0941577547     0.685401824     0.288884264     0.477399836     0.872379025
70055              22    0.0724186197     0.976750663     0.237309669 2.67115876e-005      2.43207836     0.748015577     0.724392038      1.68813776     0.658840618     0.638164292     0.237308657     0.748015577     0.732743793     0.151327387     0.543353794     0.594277902     0.485235765     0.807290672
70082              22    0.0176426016    0.0585509554    0.0303210562 2.73806876e-005      1.32331546     0.820020942     0.803147905     0.635808908     0.721055269     0.704149528    0.0303290944     0.820020832     0.809113004    0.0822317849     0.719159887    0.0799408555     0.398961601     0.866468976
70097              17    0.0447003303      0.54026775     0.245228796 1.68728513e-005      1.29911516     0.842318558     0.821751414      2.05825526     0.668487023     0.640860942     0.245237597     0.842318558     0.829178438     0.138584731     0.572393141     0.561790394     0.569495093     0.906583005
70155              19    0.0152685068     0.362048376      0.15924238 5.87078975e-005    0.0156441799     0.924239232     0.915821369      1.53263613     0.885177864     0.876976282     0.159242621     0.924239232     0.918827749   0.00746760895     0.970570738      0.41317196     0.680024439     0.935722111
70158              18    0.0124629824     0.139590463    0.0655322229      1.50745225      1.49410961     0.998281928      0.99807576      1.87113739     0.994384673     0.993952724     0.178028749     0.985905797     0.984821628    0.0235308193     0.910154735     0.870175765      1.10216092     0.988396177
70187              17    0.0245288639     0.764228922     0.512988454 3.94522503e-005      2.16111544     0.979510097     0.976837501      3.16571622     0.933694075     0.928168581     0.512992225     0.979510097     0.977802605     0.395509747      0.18763457      1.54358205     0.813987055      0.98475315
70253              17   0.00602110293      1.13961576     0.731488121      4.10283798      3.80642872     0.999812823     0.999788409      5.55317671     0.997201907     0.996968732      1.57033567     0.996214228     0.995898747   0.00129261641     0.994842875      10.0157992      1.29555727     0.999354424
70278              19   -0.0157976237     0.471131131     0.440923368 3.19602192e-005     0.525660749     0.996780989     0.996423321      2.93901508      0.97364736     0.971765028     0.440921935     0.996780988     0.996551059    0.0646300776     0.771914748      2.14057614      1.14252533     0.995110367
70298              17   0.00973850153    0.0856698197    0.0814128853     0.704624842      1.42472995     0.986046536     0.984226519      1.49052382     0.969635355     0.967104968     0.103366052      0.98477304     0.983504127    0.0018420243     0.992658972     0.299225689     0.771025374     0.981477091
70366              25   0.00901813116      0.68948362    0.0760090784      4.79702883      12.2507343     0.999983576     0.999982244      4.92865542     0.999954032     0.999951612       1.2817568     0.991560295       0.9911161  0.000231047278     0.999076238      19.4969115      1.84388644     0.999805105
70421              18    0.0092302568     0.101118729    0.0695370827      1.34204089     0.417985531      0.99866887     0.998509135      1.75702606     0.994083227     0.993628091     0.158987864     0.990405412     0.989667366   0.00766831221     0.969791819     0.780197281      1.10788133     0.992815596
70509              20   0.00281609414               0  0.000113267534 3.41213045e-005   0.00883496687    0.0459736419   -0.0562434679 2.01649792e-005    0.0386843388    -0.027613293  0.000127553748    0.0458538159   -0.0199493692     0.273064196     0.326055486   0.00305561173    0.0279483226    0.0589614671
70514              17    0.0623609719     0.839683264    0.0761985701 2.22682546e-005     0.494893448     0.719288616     0.682674088      1.07205939     0.681399223     0.654849158     0.076199572     0.719288617     0.695896001     0.123236655     0.609287452      0.19548753     0.282975607      0.75913112
70550              28 -6.61817372e-005     0.615282178     0.168552837      3.94341072      7.14369057     0.999974077     0.999972225       4.2428282     0.999736206     0.999723937      1.14650445     0.991218161     0.990809703   0.00639983186     0.974725216       13.791605      1.79355281     0.999831436
70581              22  -0.00920636934     0.320958409     0.317223555  2.5291567e-005     0.906730968     0.999057909     0.998969587      2.34635895     0.986633028     0.985822909      0.31722048     0.999057908     0.999000812     0.121623962     0.613290732      1.48670841      1.12225931      0.99840751
70593              20   0.00713220961    0.0398073363 -0.000491749781 2.01737857e-005    0.0374893735     0.519466204     0.467980441  1.7692223e-005     0.518173202     0.484943768 -0.000500236228     0.519465524     0.486325216    0.0363365686     0.864667452   0.00803815417    0.0672988973     0.528050259
70633              30  -0.00674016743     0.279731789     0.253589993      1.41075829      1.33284093     0.999681409     0.999660169      2.28608644     0.994997175     0.994779661     0.391405925     0.998115267     0.998033322    0.0151174633     0.941317809      2.26209861      1.29165052     0.999749266
70658              38  -0.00935925026     0.401400572     0.190924249      3.43262319      7.02770408     0.999807948     0.999798015      3.71975223     0.999444427     0.999425594      1.14769531     0.989358648     0.988997924    0.0133608477     0.947956588      11.1591502      1.78715722      0.99990296
70662              19   0.00794085204   0.00407453686  -0.00823871536     0.366336754  0.000851700822     0.236336234     0.151484705 2.42620177e-005    0.0311762595   -0.0380254362 -0.000531471967    0.0472254096   -0.0208299183     0.494394864     0.114470142   0.00592343543    -0.035778331    0.0586630382
70748              33    0.0134144114      0.16877762     0.105571663 2.23074809e-005     0.319910953      0.98226437     0.981200232      1.04112733     0.933378431     0.930765821     0.105566192     0.982264369     0.981568854     0.123653427     0.608256871     0.333913792     0.714445168     0.990155373
70780              21   -0.0103764855     0.354169021     0.388480373       1.8950769      1.89675626     0.995969035     0.995565938      3.03372363     0.985452116     0.984513543     0.628618486     0.991808864     0.991280404    0.0191506922     0.926249043      3.73104605       1.3154757     0.996816025
70829              50   -0.0312884173      0.55902357      0.69072124 5.05261331e-005      8.09589935     0.998864979     0.998821324      2.30777737     0.987625989     0.987312723      0.69071226     0.998864979     0.998836244    0.0792803099     0.727756937      2.95725775      1.10908021     0.998564641
70833              32    -0.026349167     0.416899462     0.507859347      1.67794903      1.92726927     0.997329984     0.997163108      2.99627103     0.989690658     0.989269869     0.713207528     0.995918143     0.995751536     0.246621555     0.365222157      4.19159329      1.32848343     0.997881036
70893              24     0.014814328     0.163124954     0.149217379 9.40013787e-006     0.641732692     0.995653286     0.995280711      1.48445243     0.931100905     0.927273178     0.149229349     0.995653277     0.995411793     0.270700217     0.329401795     0.451622353     0.753900353     0.998380274
70931              21   0.00701680259     0.685087804     0.521222165 1.46315204e-005     0.212860595     0.951086494     0.946195143      2.72712085     0.880056759     0.872318486       0.5212188     0.951086494     0.947930783    0.0294244095      0.88893459      1.66959832     0.872908019     0.955786395
71042              18    0.0419759509     0.328070516     0.325894292  4.6117624e-005      1.61285809     0.993570916     0.992799426      2.36064412     0.951280546     0.947532896     0.325897159     0.993570915      0.99307637    0.0354985312     0.867574567      0.88373786     0.677213339     0.995621122
71110              20   -0.0258631158      1.23621572      1.41529241     0.821029257     0.808183491     0.998457163     0.998291859      5.29289847     0.984066718     0.982967871      1.44598149     0.998449471     0.998342538    0.0267581649     0.898473366      6.66823575      1.09296699     0.998429516
71297              19    0.0133996177               0   -0.0189371884     0.594271394    0.0483027406     0.436174745     0.373527495     0.225834538     0.293687225     0.243236313   0.00195453835     0.252449251     0.199052769     0.477210947     0.125247174    0.0105837064    0.0083824582     0.225808401
71312              19    0.0341038695     0.101894147    0.0502615192 1.32433985e-005      1.14053677     0.702889923     0.669877692      0.91673629     0.626064857     0.599355204    0.0502638763     0.702889903     0.681667753    0.0212333797     0.918561622     0.117770563     0.304682079     0.764472658
71314              17   0.00921585842     0.522709927    0.0829461087      4.14791437       5.9141967     0.999651847     0.999606436       4.3446827     0.999402588     0.999352803     0.872432128     0.975213086     0.973147509  0.000863444976     0.996552177      12.4506805      1.74490238      0.99876667
71370              17   0.00285979349     0.740415938     0.353811272      3.97047204     0.922196666     0.999757333     0.999725681      4.84765371     0.997731416     0.997542368     0.984943486     0.992391072     0.991756995  0.000959402592     0.996169743      9.49415379      1.47415066     0.999358854
71420              19    0.0559224566     0.378024869    0.0832640282 2.51833882e-006     0.141286215     0.444774412      0.38308268     0.970979598     0.299142108      0.24908083    0.0832594108     0.444774412     0.405115441     0.416066849     0.170042997     0.219910582     0.356012439     0.575040016
71485              21    0.0232377811     0.154274667    0.0250848617      2.16937527      1.48010977     0.996460374     0.996106411      2.27054378      0.99622723     0.995983825     0.262797783     0.973295481     0.971572609    0.0114263081     0.955321619      1.94728617      1.34234123     0.983955373
71530              29    0.0100909466     0.640840208    0.0393033422      4.90800817      12.9080963     0.999985333      0.99998431      4.96747955     0.999978748     0.999977782      1.44446556     0.990330057     0.989890514 1.00159902e-005     0.999959937      22.0720244      1.91038328     0.999882286
71637              49   -0.0117203655     0.339335348     0.354378329      1.98541811      3.75651749     0.999450284     0.999428867      2.58025732      0.99651293     0.996423518     0.840409369     0.993603438     0.993439424    0.0366084317     0.863726428      4.69470176      1.47835684      0.99967632
71669              22    0.0175023738      0.47936128     0.307319115      2.87019257      5.69985158     0.999168013     0.999090014      3.68755288     0.995168541     0.994875725     0.725040426     0.990814568     0.990257875   0.00312196726     0.987589741      4.87918201      1.31072681     0.997081609
71736              17   0.00204037785     0.518699846     0.116417796      4.02908193      4.09985385      0.99997015     0.999966256      4.34871135     0.999707364     0.999682978     0.755409165     0.991224179     0.990492861   0.00434824305     0.982757305      11.3970104      1.71464582     0.999752597
71745              17    0.0568498362     0.401251096   0.00558502103      3.57413959       3.6336245     0.997576319     0.997260187      3.59003027     0.997572313     0.997370005     0.583812539     0.950728039     0.946622042    0.0394302093     0.854018304      4.63991207      1.36074548      0.97229012
71766              22   -0.0126127677     0.463488599      0.39530511      1.62431489     0.766145756     0.999859608     0.999846447      3.06158339     0.991087252     0.990547086     0.532856906     0.998663746      0.99858276    0.0488163144     0.822488657      3.20793771      1.27412388     0.999909788
71767              22    0.0649066874     0.873893461     0.279369005 5.81132614e-006      1.04763335     0.805783357     0.787575547      1.91045905     0.666649481      0.64644642     0.279380044     0.805783357     0.794012651     0.447662667     0.145570726     0.693497742     0.537719103     0.872815713
71776              25   -0.0188408815     0.607484284      0.41293125      2.92893237      7.33202799     0.999439574     0.999394134      3.87291673     0.995422826     0.995181923     0.917015821     0.992887852     0.992513529   0.00410673148     0.983707169      7.63504311        1.519168      0.99947867
71912              22   0.00479612586      0.50147621     0.335372943       1.9656123      5.52778095      0.99862467     0.998495732      3.08641209      0.98963551     0.989007359     0.547025613     0.994754185     0.994436257   0.00794977977     0.968700507      2.94696891      1.19753678     0.997292207
71922              19   -0.0119569052     0.446825162     0.418010468 5.57399055e-006      1.12785576     0.978425829     0.976028699      2.76795918     0.925584813     0.920269442     0.418005097     0.978425829     0.976884817     0.169646844     0.503983334      1.72653365      1.05251114     0.975912432
72005              30  0.000670427973     0.413261279     0.343874904      1.37137049      2.96756845     0.999632484     0.999607983      2.49662542     0.985701421     0.985079743     0.480022418     0.997249191      0.99712959    0.0132494864     0.948379019      2.35954084      1.16860927     0.999107865
72121              23   0.00908083182     0.629521925     0.031934313      4.85173706      10.2479247     0.999901824     0.999892899      4.90460185     0.999894202     0.999887979      1.38087035     0.985199561     0.984328947  0.000113636187     0.999545559      21.0362999      1.90213054     0.999740297
72183              17    0.0226132811      0.11844888    0.0685408462 3.03772861e-005     0.998922132     0.877659892     0.861702487      1.07156251     0.756994402     0.736743936    0.0685421051     0.877659842     0.867464829     0.216534518     0.414754267     0.160991099     0.471587667     0.927722158
72184              33    0.0478895799     0.444691116     0.157969628 6.80291288e-006      0.88942184     0.912182621     0.906913578      1.22302091     0.780108596     0.771485404     0.157967913     0.912182621     0.908738802     0.659158574    0.0422016038     0.452733044     0.539176918     0.962178967
72403              17    0.0215539068     0.943681582     0.836539343 8.43529467e-006     0.386866198     0.993560863     0.992720976      4.24792654     0.958983903     0.955565895     0.836547993     0.993560863     0.993024269    0.0797797774     0.726295188      2.74479903     0.881049141     0.994747829
72513              18  -0.00680982129      1.68440778     0.996297443      5.29945986      13.4250128     0.999961438      0.99995681      7.17233515     0.999142611     0.999076658      2.01767925     0.998952154     0.998871551   0.00215937157     0.991399696      16.3799379      1.36243501     0.999887567
72698              41    0.0312750018     0.214997827     0.142579605 1.62709938e-005     0.846331714     0.986959308     0.986338323      1.06598082     0.933235999     0.931149624     0.142577259     0.986959308     0.986551786    0.0825157686     0.718337858     0.489286617     0.707559221     0.989695705
72765              22    0.0129205433     0.444680923     0.212163397      2.83243278      4.84450521     0.999279837     0.999212322      3.47070142     0.997819607     0.997687462     0.598270902     0.993980605     0.993615793   0.00810023319     0.968117668      4.12631913      1.32072184     0.997422021
72802              21    0.0227029576      0.54580456    0.0679366009      4.31202877      6.09548193     0.999892416     0.999881658      4.45844687     0.999801206     0.999788381     0.939028781     0.982956755     0.981857191   0.00511482669      0.97974839      13.0889404      1.72335074     0.998613233
72865              21    0.0228721133     0.734018287     0.531309259       2.4198562      2.40228716     0.999172274     0.999089501      3.82524375     0.991893931     0.991370959      0.86137115     0.996155766     0.995907751     0.137558455     0.574793557      4.07699885      1.10577584     0.997519206
72899              41    0.0191504659    0.0145164376  -0.00807492225     0.292008865    0.0140219372     0.503272756     0.479619078     0.162997924     0.394952763     0.376045037   0.00280340783     0.291365895     0.269221079     0.161124019     0.521961298    0.0201602253    0.0787871022     0.198345182
72984              40   0.00943364956      0.36236586     0.385244393  3.3383765e-005     0.262740697     0.979049416     0.978035678      1.90721651     0.920215084      0.91768223     0.385247807     0.979049416     0.978384318    0.0065354196     0.974196695      1.32587426     0.865597319     0.982262168
73010              46    0.0213472712     0.154621799    0.0328536189 1.04895951e-005     0.119064131     0.893508442     0.889071294     0.486998004     0.785159858     0.779273827    0.0328629938     0.893508385     0.890590807    0.0121013108     0.952745363     0.109843824     0.430255817     0.948096151
73038              18    0.0428782622     0.521183895     0.054033426      4.59753304      11.0068053     0.999161565     0.999060953       4.7131148     0.999080618     0.999009897     0.999328303     0.971363202     0.969160371   0.00268705024     0.989309329      12.0940765      1.61348654     0.995006245
73182              20   -0.0358225818     0.763823813      0.76507262     0.744405468      1.73645872     0.999350094     0.999280462      4.19423826     0.985592759     0.984599156     0.786958449     0.999337291     0.999291587    0.0199951346      0.92312447      4.83758431      1.26269241     0.998487279
73191              17    0.0325729226     0.229349653     0.239493242      1.19984479      1.03883408     0.975897042     0.972753178      2.49602036     0.949953776     0.945783257     0.306594987     0.973712819      0.97152222     0.223313984     0.403102128     0.908839703     0.774397823     0.967009487
73235              35   -0.0025153478     0.463547602     0.329916239      1.86257527      6.05188638     0.999918656     0.999914051      2.73515641     0.997415212     0.997319479     0.579263384     0.998282062     0.998218435  0.000951657469     0.996200605      3.37518282      1.29470832     0.999668903
73275              25    0.0205036049      0.33179732     0.028115898      3.61281586      6.39256683     0.999376823     0.999326295       3.6678582     0.999351998     0.999317892     0.882232993     0.974815169     0.973489651   0.00114798128       0.9954186      10.0975643        1.771566     0.998163191
73403              20   -0.0120718589     0.656355213     0.634010859 2.49040578e-005     0.865623031     0.998758982     0.998626016      3.53140107     0.973286312     0.971443989      0.63401335     0.998758982     0.998673395    0.0115206166      0.95496126      2.82817086      1.07596944     0.998505796
73507              33   -0.0146724227     0.755763905     0.498808754      3.49136325      7.16645422     0.999969141     0.999967289        4.257108     0.999212485     0.999181602      1.40256292     0.997152352     0.997040679    0.0183172455     0.929343201      10.8673953      1.53871046     0.999930965
73718              19     0.017210895     0.395816601    0.0848740856      3.43030385      2.11539606      0.99954491     0.999494344       3.6644986      0.99913041     0.999068297     0.633169164     0.980583439     0.979196541   0.00244209031     0.990279175      6.79086104      1.57350697     0.997186585
73776              27   -0.0136571874     0.343331955     0.385719594 3.56462701e-005     0.133297476      0.98690374     0.985921521      2.29129696     0.954535134     0.952317335     0.385726105      0.98690374     0.986264898   0.00990906639     0.961137728      1.62723287       1.0728005     0.985569752
73838              27    0.0172861171    0.0436456229   0.00812130203     0.462438309     0.604139757      0.90989665     0.903138899      0.55865567      0.90473601     0.900088986    0.0245927423     0.887076812     0.881568364     0.127897469     0.597854979    0.0680962823     0.425344417     0.823926134
73858              17   0.00897278654      0.45589869      0.24344299      2.72383631      1.62075004     0.998237564     0.998007681      3.60914974     0.993201458     0.992634913     0.533042823     0.990308521     0.989500897  0.000646965809     0.997415482      3.84450597      1.31407753     0.995990497
73944              26   -0.0231510099      1.03875912     0.866700567       3.0418799      7.38789383     0.999291347     0.999235401      4.65000935     0.995162153     0.994914058      1.45409822     0.997198172     0.997054489    0.0235918824     0.909932332      9.23444274      1.34346573     0.999380975
74171              22    0.0126576866     0.338531122     0.183294386      2.79140113     0.943167449     0.999445471     0.999393484      3.33315317      0.99732117     0.997158817     0.560099337     0.989187786       0.9885325   0.00484105572     0.980821911      4.63131423      1.42288136     0.997844974
74237              29    0.0183199099    0.0467548792     0.007736091 4.97095664e-005    0.0170046975      0.27688351     0.226433522     0.222088607     0.136720304    0.0974803174   0.00774415256     0.276883257     0.244014314    0.0799566666     0.725778178    0.0367345499     0.220914435     0.475584651
74421              20    0.0186660918     0.503226176    0.0217884975      4.30807051       7.7536378     0.999786657     0.999763798      4.35841812      0.99977573     0.999760263     0.857346114     0.981954495     0.980709977  0.000775525328     0.996902705      13.6715349       1.7876025     0.998483364
74613              21  -0.00804639332     0.657817616      0.41291446      3.25304728      1.88631827     0.999520724     0.999472796      4.25596732     0.994646402     0.994301008      0.92871733     0.990964848     0.990381935    0.0143369143     0.944262021       8.1239054      1.48247281     0.999431194
74615              17  0.000191259372     0.444374735    0.0434372422      4.04575801      4.92788933     0.999986586     0.999984836      4.15479592     0.999940346     0.999935375     0.791983777     0.985401924     0.984185418    0.0011059677     0.995585898      14.5180576      1.89664267     0.999952419
74616              19   0.00267579029     0.169529572    0.0348030056      2.37455968      1.43585675     0.999963458     0.999959398      2.53103949     0.999837396     0.999825782     0.256389729     0.994068206     0.993644506  0.000924339721     0.996309467      3.51545751      1.64848455     0.999501699
74664              18    0.0045276312     0.451721435     0.399702477  6.5323379e-006     0.108490856     0.996784078     0.996398167      2.67499176     0.958382953     0.955181641      0.39969859     0.996784078     0.996536699   0.00931832578     0.963411756      1.46512106     0.946877697     0.997241826
74702              20    0.0252926707     0.173002299    0.0152634599 2.46336848e-005      0.19787546     0.394109579     0.329192748     0.299718391     0.349445253     0.304579408    0.0152546821      0.39410956     0.352324013     0.110714286     0.641029351    0.0579553501     0.239356204     0.467968334
74827              22    0.0109124614     0.396516175     0.289832467 5.49161192e-005     0.232187538     0.981261253     0.979504496      2.08201431     0.917663691     0.912673612     0.289817361     0.981261252      0.98012557    0.0291393082     0.889949785     0.923237049       0.8317654      0.98738116
74871              36    0.0222956985    0.0572825853  -0.00545838457     0.246446907   0.00672952894    0.0956638193    0.0463363912     0.131110641    0.0771209946    0.0441610301    0.0016573012    0.0619628447    0.0284615177     0.213328684      0.42036805    0.0234274239    0.0567428117    0.0697121388
74916              35    0.0256692054     0.506470863    0.0852625009      3.73114276       9.5297087     0.999930878     0.999926965      3.86151062      0.99981181      0.99980484      1.16493592     0.978740426     0.977953034   0.00207722536      0.99172551       12.293901       1.8086276     0.999123498
74983              17   0.00860183651      0.33211291    0.0397459123      3.43031727      3.86294237     0.999913023     0.999901678      3.55670183     0.999788983     0.999771398     0.512535388     0.980257161     0.978611925   0.00134457413     0.994636137       7.9937154      1.72963113     0.998708794
75014              31    0.0258230407     0.441233205    0.0403158372       3.9802038      7.16283603     0.999676656     0.999656017      4.03637032     0.999654516     0.999640121      1.32565614     0.974821883     0.973772795    0.0010516133      0.99580238      13.8180693      1.83500606     0.999072858
75038              21    -0.119028575      2.30930571      2.31637021 1.67337496e-005      6.59120442     0.999422463     0.999364709       6.1595755     0.993943169     0.993552405      2.31637419     0.999422463     0.999385202    0.0908554457     0.694594716      13.7365698      1.29590915     0.998589601
75132              18    0.0368409504     0.182959388    0.0105234138 1.90222336e-005   0.00581502001     0.279929818     0.193521396     0.178582896     0.241411598     0.183058645    0.0105178067     0.279929787      0.22453977     0.140996708     0.566788297    0.0599018798     0.147811192     0.383808395
75221              26    0.0556068483     0.418857892    0.0461019705 8.07997781e-006  0.000963386978     0.507058698     0.468142279     0.659453711      0.39318045     0.362061498    0.0460975296     0.507058686     0.481779645     0.278700768     0.318194806     0.153863688     0.276671109      0.63777547
75285              27    0.0262351362     0.311383789     0.321003791 1.98740931e-006     0.479764788       0.9846388      0.98348671      2.00559924       0.9341673     0.930955949     0.321011476       0.9846388     0.983889473     0.055973986      0.79921106       1.0261549     0.788048759     0.988517097
75353              17    0.0550882664     0.218334759    0.0955923948 3.58494513e-005     0.272565091     0.627897179     0.579362028      1.19990801     0.447526599     0.401487149    0.0955955984     0.627897168     0.596888598     0.467073938     0.131956234      0.22141755     0.348299277     0.763837874
75388              26    0.0613324005     0.245533118    0.0393617734      1.88841981     0.741891531     0.985618253     0.984482852      2.02612893     0.984952989     0.984181348     0.275335333     0.959257092     0.957167712    0.0156328869     0.939378641       1.1393582     0.946611734     0.949642978
75438              17   0.00264952819     0.562838102     0.427797848 1.53793193e-005     0.433514089     0.973169797     0.969670205      2.93464252     0.862990594     0.851573143     0.427811837     0.973169796     0.970933945     0.370871433     0.210613089      1.41108693     0.899812094     0.977598257
75477              18    0.0189358684    0.0561442216    0.0480097103     0.317522803     0.270825988     0.985094074     0.983305363     0.962609987     0.943774082     0.939449011    0.0535189761     0.984514435     0.983323238     0.161786822     0.520542361     0.128302812       0.4879742     0.956991919
75482              17    0.0184998823     0.407946816     0.286798569 2.02161983e-005      3.85362923     0.970877704     0.967079144      2.29829044     0.901356569     0.893136283     0.286788256     0.970877704     0.968450846    0.0467826305     0.829222122     0.810998417      0.76610864     0.980865466
75777              25   0.00977142712     0.609444584     0.215456204      4.05234323      3.98139844     0.999977364     0.999975529      4.44669162     0.999452621     0.999423811      1.16207207     0.988679765     0.988083963   0.00181587487     0.992762808       12.419858      1.65822904     0.999445739
76002              17    0.0638427872     0.447609455     0.113800057 5.20693624e-005     0.260524623     0.702682274     0.663901701      1.29875883     0.596138934     0.562483845     0.113806188     0.702682274     0.677905796     0.503774822     0.108890997     0.270949147     0.354607527     0.789955773
76120              47   -0.0289442316     0.396715395     0.504211548     0.314564457      1.46170841     0.998590909     0.998533001      2.14448638     0.990892382      0.99064623     0.513083382     0.998587931     0.998549767      0.13171343     0.588644686      2.41716001      1.18810724     0.998381405
76145              32    -0.011900929     0.489460742      0.51022883      1.66172912      3.55220955     0.999198207     0.999148095      2.91192698     0.990958161     0.990589107     0.734494281     0.997449103     0.997344984    0.0273261617     0.896432873      3.83318278        1.243089     0.999477923
76269              17    0.0196728954    0.0409733347   0.00238049172 9.93607272e-006   0.00523265834     0.361486591     0.278202233 5.17563399e-005     0.343992098     0.289324773   0.00238503105      0.36148645     0.308276988     0.153683318     0.538136658    0.0253270712    0.0789678429     0.430787462
76345              20   0.00322613826     0.562708228    0.0683731013      4.41865471      7.64896297     0.999929124      0.99992153      4.55274559     0.999846481     0.999835893      1.11347768     0.979446546     0.978029066   0.00174769704     0.993033583       17.070154      1.87091063     0.999786719
76398              23    0.0806997172     0.307070559     0.124449412      1.24466998     0.183268774     0.902742382      0.89390078      1.86054987     0.890810018     0.884387078     0.216907437     0.895559962      0.88941643     0.281816623     0.313919937     0.528389181     0.504556367     0.878699458
76608              31    0.0891306326     0.655361057   0.00884019076  0.000103947236     0.846349697     0.805213956     0.792780805 6.63557929e-005     0.804288098     0.796133435   0.00884792346     0.805213953     0.797097867   0.00736250449     0.970978891      0.12584603     0.131843294     0.813061053
76663              33   0.00332932983      0.98812537     0.711526969      2.72728857      7.83886912     0.999594246       0.9995699      4.16292007     0.997430603     0.997329842      1.18696981     0.998507139     0.998448595   0.00176577158     0.992961791      6.45651789      1.22152506     0.999244785
76721              17   0.00389802465   0.00894020294   0.00263305513 2.89621644e-005   0.00417277676     0.431511683     0.357361033     0.212026945     0.368770816     0.316168384   0.00261464935     0.431478258     0.384101446      0.40263466     0.181380631   0.00784483723     0.186127194     0.496227233
76779              29   0.00293075633     0.707440971     0.168849988      4.33977772      13.1184303     0.999952533     0.999949221      4.62668475      0.99985287     0.999846182      1.23565654     0.995342744      0.99513105 5.07877858e-005     0.999796869      15.5707566      1.76009736     0.999817594
76830              18   0.00760726128     0.179801795     0.118180767 3.41632545e-005     0.199636369     0.969895808     0.966283306      1.45451073     0.900828706     0.893200144     0.118179978     0.969895806     0.967580099    0.0834453398     0.715653382      0.32324212     0.747947201     0.981833142
76864              28    0.0371377097      1.24157009      0.49775953      5.04435328      17.1193607       0.9998386     0.999827072      5.72643897      0.99929863     0.999266008      1.99744447     0.994203139     0.993933518   0.00207945244     0.991716676      16.8831708      1.49023169     0.998738105
76966              25    -0.039089778     0.918682281     0.872887647 1.07573101e-005      4.41272174     0.999614179     0.999582896      3.67616309     0.992782057     0.992402165     0.872904416     0.999614179     0.999593873   0.00687705501     0.972866264      4.63342698       1.2201572     0.999020758
76995              20    0.0247592944      1.54930745     0.315215618      7.39079473      9.19360628     0.999937466     0.999930766      7.79535112     0.999853954     0.999843882      2.74238661     0.994219394     0.993820731  0.000855209816     0.996585004        36.85848       1.6833823     0.999582986
77037              19  -0.00907008547       0.6710576     0.539886593 5.15753452e-005     0.700668699     0.981304225     0.979226916      3.07981609     0.944130438     0.940139755     0.539878873     0.981304225     0.979968812    0.0234997832     0.910267795      2.00203861     0.992601682     0.980445104
77139              19   0.00322282954   0.00668167488  0.000797302431 2.48423306e-005   0.00594425267     0.229567714     0.143964127     0.109571831     0.199688313     0.142523193  0.000799665537     0.229548355     0.174516094     0.228642123     0.394149551   0.00440981633    0.0871238924     0.269951818
77180              19   0.00832642047     0.372012902     0.355892302 2.58630428e-005      2.41896174     0.995754564     0.995282848      2.49361475     0.948019024     0.944306097      0.35589089     0.995754563     0.995451317    0.0127990114     0.950089735      1.25980239     0.913061859     0.996516551
77329              19    0.0227831768     0.333366341     0.249383047 1.27512303e-005   0.00628290359     0.975128818     0.972365354      2.08932365     0.905724229     0.898990245     0.249388239     0.975128818     0.973352305     0.141292062     0.566105483     0.689725705     0.720276896     0.987854006
77351              17    0.0246301179     0.309278365     0.290038698 3.16638364e-006       2.8744686     0.962835262     0.957987688      2.39265361     0.883693928     0.874001755     0.290043283     0.962835262     0.959738201     0.352452315      0.22924485     0.771030577     0.723642561     0.972361671
77374              37  -0.00265908969    0.0984569073    0.0909556331      1.03351607     0.309565196      0.99955119     0.999527568      1.45629977     0.998330925      0.99827337      0.16463466     0.998547798     0.998497722  0.000974521013     0.996109502      1.10033499      1.38321482      0.99970162
77436              33    0.0177195193     0.349974124     0.151522446      2.88639098      1.99045508     0.999839468     0.999829836      3.19109603     0.999236613     0.999206676     0.730429186     0.989477744     0.989065106   0.00219703584     0.991250345      6.48220362      1.58511536     0.998682232
77443              27   0.00606158328     0.502700633     0.278892102      2.98141373      3.45243018     0.999933479      0.99992849      3.67219938     0.998340779     0.998259841     0.726853358     0.994985918     0.994741328   0.00235469067     0.990625438      6.18902025      1.45045625     0.999303654
77557              19    0.0201867941     0.315306203     0.157600675      2.77847572      2.47820167     0.998597797     0.998441997      3.31213574     0.996275105     0.996009041     0.489808335     0.986971817     0.986041232   0.00570887799     0.977423003      3.45144371       1.2967504      0.99410719
77579              27    0.0208469202               0   -0.0204211662     0.663714228     0.222874148     0.943635456     0.939408115     0.453408072     0.881978033     0.876220864     0.015279038     0.741552679     0.728945493     0.637570127    0.0489833133    0.0438598295     0.375187058      0.58400775
